"","C3N-00333","C3N-00383","C3L-01304","C3L-01311","C3L-01307","C3N-00858","C3L-00586","C3L-00601","C3L-00006","C3L-01282","C3N-01346","C3L-00932","C3N-00866","C3L-00361"
"NPFFR2",0,0,0.0388,0,0,0.0372,0,0.0403,0.0531,0.1715,0.2344,0,0,0
"PHF21B",2.1466,3.5114,5.2762,10.9778,3.1062,8.254,2.1425,3.8157,2.3781,3.4759,2.7616,6.9324,1.4512,5.9438
"TRAF1",12.8327,9.5664,11.6037,10.0674,7.4903,12.4693,11.9629,14.5975,12.6822,12.078,11.136,9.7403,11.6851,9.098
"RC3H2",51.7947,45.0758,37.7323,42.2417,45.0451,42.2726,41.6153,45.1476,45.581,42.925,32.1699,45.1271,48.1483,48.7044
"IL17RB",12.113,13.7549,18.0254,45.1322,10.4895,15.8271,16.5206,13.1225,7.7392,25.8954,9.7315,26.8467,5.9689,17.4041
"TRAF3IP2",26.5502,29.6794,37.2179,41.0874,19.4719,23.458,20.8529,29.2172,21.811,28.9747,24.6384,44.6725,14.8111,28.7131
"GYG2",4.7382,4.4854,5.1354,4.8311,3.4996,8.2157,8.6883,5.2005,3.5991,4.8947,3.0978,7.3429,2.6684,4.3972
"DCBLD2",26.8588,44.318,30.5826,35.1982,27.5017,21.7055,25.4815,24.8981,26.9172,31.5755,22.7667,39.7511,17.709,40.9095
"SERPINB3",0.9989,0.3089,0,0.4292,0,19.6897,0.0931,0.8915,0,4.9781,0.509,0,0.2461,0.4523
"SOAT1",41.7898,29.0125,30.7038,27.5092,29.5141,36.8811,34.4658,30.6161,30.5001,48.2113,24.8426,38.9895,41.8902,28.1301
"PKP2",6.2686,11.6058,11.8017,12.076,4.4236,15.9899,9.8138,8.2417,7.5869,13.1787,4.5333,19.6628,6.2985,8.4593
"MSH4",4.1062,2.1932,2.185,1.7365,2.258,2.4153,1.3605,3.5192,6.7828,2.4502,2.2466,2.0328,2.0555,3.0101
"F7",0.3647,0.1666,1.0368,0.6268,0.2889,0.7623,0.2091,0.701,0.2309,0.9373,0.2911,0.5404,0.1659,0.4826
"GDI2",210.0045,198.4681,218.483,223.4541,214.282,214.3493,191.1909,201.2585,220.9074,249.7091,156.3741,249.3721,195.0124,237.8983
"PRDM1",7.2307,15.9995,19.0395,36.4318,21.7449,21.1653,92.6504,42.2556,8.1683,38.4986,21.1352,44.836,31.1342,21.3013
"ATG5",39.7244,42.7458,40.7388,42.9356,37.9009,34.6987,36.3297,41.0532,40.4182,47.9711,30.7453,42.1435,35.2127,44.2139
"TMCC3",15.35,21.5725,25.6996,20.7593,32.484,16.1846,24.9119,18.6066,14.2975,24.8432,21.8591,19.3794,14.5958,23.206
"PITHD1",71.8942,60.7168,60.7867,57.3218,60.5206,54.9229,45.4807,60.049,68.1621,50.7627,45.8766,53.5774,64.2331,62.6157
"MTA3",21.7363,25.4693,27.264,21.7977,19.362,18.9778,16.0692,20.99,24.5882,23.3075,18.4418,25.9258,12.4482,25.876
"USP13",19.4576,21.688,16.2198,14.5665,17.7538,18.5626,15.0707,16.1058,20.3753,12.9805,19.3924,15.9785,12.9945,16.6374
"ATP11B",76.3374,53.3011,52.7354,50.1957,58.9106,64.477,50.2076,60.7268,75.5378,52.0445,42.8974,51.4248,69.2547,61.2166
"LAMC2",13.1122,27.4491,75.419,61.8526,7.6641,14.6086,20.6299,31.2293,6.3858,81.5155,17.0239,85.3208,42.8633,28.9355
"CDK14",28.2324,17.3897,24.9336,25.5696,20.6046,22.3234,19.6999,22.7432,26.0549,19.676,21.9408,24.783,22.7203,21.4259
"SEC61A1",118.0496,112.1936,155.387,167.5238,81.7817,129.2692,139.6278,94.1435,91.3358,132.8888,143.4311,186.4889,105.2969,124.3467
"PPP1R12A",150.4627,126.1605,85.3939,106.9741,126.6522,104.0285,113.1943,104.7426,121.5603,99.8798,73.9865,106.3878,83.3545,150.0764
"RASGRF1",2.4674,2.2939,1.1201,2.8917,0.33,7.0542,0.3344,2.1544,0.1382,1.4276,0.2692,2.2535,0.7053,1.3154
"CAMK2B",0.0914,0.3232,0.5164,0.2245,0.0734,0.0753,0.0584,0.1515,0.0307,0.3968,0.1065,0.0479,0.1673,0.2484
"CROCC",17.783,13.4283,14.0679,14.0246,11.5465,15.1088,16.7036,18.6892,21.7863,12.3104,17.2495,12.2701,14.5911,19.8979
"POLR3E",17.6599,17.8333,22.8376,21.8978,20.6799,17.1422,24.9239,21.8868,20.5811,20.2708,17.4792,22.9079,30.8344,19.5318
"ATP2B4",334.3002,339.2895,312.4293,234.8212,278.4304,235.7708,314.6504,224.5002,288.6284,267.8055,493.8446,273.6051,197.1311,476.0728
"ZC3H11A",0.7725,0.485,0.5141,0.6568,0.5367,0.3489,0.5078,0.5189,0.4298,0.5425,0.2832,0.6782,0.483,0.3084
"RIOK2",24.2681,18.6376,19.3917,18.0374,17.0876,24.413,11.8972,19.2501,28.6736,17.1473,16.7658,19.3404,20.5497,20.4988
"YIPF1",24.9666,26.988,34.1931,32.7487,18.3291,21.982,23.4901,22.1418,23.8187,32.2765,24.2102,32.1202,17.6418,26.2102
"NDC1",21.9228,24.5789,27.9268,28.5243,18.2861,18.3692,15.586,24.1193,24.6903,27.3824,16.033,28.0211,20.115,27.3551
"DGKG",3.3985,1.0763,1.494,1.4521,1.9092,2.5747,1.6939,0.9359,5.1722,0.7669,1.4971,0.9798,2.8421,0.8881
"FLYWCH1",15.9375,11.8798,15.3738,13.0344,14.1055,12.6139,14.5594,15.6348,17.7293,11.1813,15.5643,12.705,13.7998,17.4099
"UNKL",11.8454,10.7661,9.4486,8.8484,11.1844,7.8692,9.0746,15.4958,15.7515,8.9094,8.6435,7.2786,5.2835,11.2673
"TBXAS1",5.4379,5.2304,6.3541,4.8489,6.7465,4.464,7.9939,4.6408,3.9965,5.4848,4.8245,3.8503,3.986,5.0473
"PARP12",18.5282,23.4092,20.4483,18.434,16.2257,15.7195,17.1578,24.424,26.8359,21.9729,19.1678,16.2685,17.0404,21.6642
"ALDH18A1",41.7873,59.3963,94.0628,86.3742,32.2251,51.8736,49.4549,41.9239,40.8365,96.4742,55.7935,114.006,47.1901,56.734
"TARBP1",19.4215,44.5386,47.2359,46.6551,24.3869,25.8923,24.0397,23.5851,18.9271,52.549,21.135,57.8716,13.5664,39.5919
"GATB",3.9482,5.3088,5.711,5.2031,3.6034,3.2962,3.0314,4.4471,5.5179,4.6872,3.8686,4.8789,2.6925,5.3588
"MXD1",20.8233,11.9066,11.3943,26.4771,13.3544,16.7607,12.3464,14.5408,16.9487,15.1895,10.2986,16.7616,12.2207,11.1222
"CDK17",85.6221,71.5281,60.9638,64.963,100.8764,52.2299,70.9071,84.0476,83.611,72.37,51.3635,58.5127,167.6474,87.4566
"DNAJC25",13.7096,12.0694,13.1563,13.3303,11.0357,11.1548,9.4882,11.1761,13.7629,13.2086,9.495,13.1013,17.9882,11.3768
"SLC2A3",111.9199,24.3903,15.7824,81.8125,229.7378,110.1606,102.6332,233.6235,34.3875,102.9385,109.3626,87.2224,284.127,50.8484
"PSD",26.343,34.9612,32.0353,37.3002,53.8206,54.3353,40.5795,40.0693,18.0661,43.3683,75.281,49.1625,24.2758,75.8404
"CTDP1",12.1847,11.3226,13.2563,13.6864,11.7478,9.2888,15.3344,11.6461,10.0484,12.6281,13.3842,12.7263,14.5846,12.29
"YBX3",100.2125,42.9031,39.9515,63.0739,84.3642,60.2104,73.6946,101.7481,75.526,50.4767,56.2603,54.8691,168.7762,43.4084
"STYK1",0.8054,1.2263,1.651,2.556,0.232,1.0714,5.3117,1.1612,0.9471,3.176,0.7578,3.0406,0.3358,0.7294
"WNK1",61.5901,67.2893,59.4403,50.7605,55.8092,47.4581,57.5424,49.6944,73.2497,38.5494,48.6852,48.2824,54.4332,54.3869
"CCAR1",67.7317,66.6667,68.1531,67.0247,56.9471,55.2256,55.7911,68.4537,62.6446,76.9494,39.8422,64.3888,58.9348,68.7073
"OGFR",31.4123,20.4113,22.3841,24.7378,21.4119,23.6093,26.1212,32.1001,33.4462,25.0776,25.2504,20.8104,28.6351,24.2582
"GNA15",3.7548,2.7966,2.6619,2.0959,4.5306,4.0483,5.4829,3.5928,3.6414,3.851,3.8163,3.9414,7.6299,3.2599
"CREB3L3",0,0.0398,0,0,0,0,0,0,0,0,0.0298,0,0,0
"PIGV",11.0704,10.5609,13.0726,10.4347,8.8022,9.6842,8.9024,7.7906,12.1853,8.5037,8.8922,9.6055,4.847,12.5225
"PTPRU",35.4529,15.7678,26.1288,20.0804,15.5002,41.1067,33.8848,30.4592,25.7859,20.9531,24.0811,21.1539,32.8184,15.9003
"SNRNP40",40.4935,33.8347,42.9139,39.7268,34.5011,37.2515,28.3075,36.5306,41.0715,36.7276,35.3002,41.1432,47.7437,40.7645
"RIMBP2",1.3907,4.1072,2.1631,1.5937,2.0979,3.3175,1.7773,2.8862,4.9838,3.2188,1.2518,1.6908,2.1103,4.1878
"COL11A1",0.2931,0.1044,0.1008,0.8362,0.2305,0.7433,0.7952,0.6172,0.6341,0.1424,0.2607,0.871,0.1502,0.3927
"QSER1",46.4639,49.0394,39.6621,38.1198,37.0748,42.5503,28.1131,40.0202,52.2239,37.8607,32.4505,42.0298,42.9999,42.3312
"MPC1",60.5208,44.7513,50.8963,44.6093,55.6347,56.3656,49.5888,49.645,59.5749,45.752,36.431,34.8395,51.8333,41.1963
"ACAA1",9.5529,12.1703,12.2204,10.3111,8.6497,8.8669,10.4197,10.6001,11.9208,10.307,9.0154,11.3077,7.4934,10.4158
"BCAT1",15.9826,47.9885,30.5098,29.6709,20.0436,20.4109,21.1714,43.6167,20.2318,92.9611,17.764,60.1932,14.491,28.1593
"HDAC7",21.8757,22.7015,17.1614,17.5188,14.3722,14.4432,25.9348,19.2264,23.8932,17.2978,28.3734,17.5557,23.326,20.2952
"LZTS1",1.8863,3.327,2.4241,2.7127,1.976,1.6302,4.6225,2.0001,2.7451,3.9288,5.6206,2.8438,3.1659,3.9066
"PRDM6",3.4521,2.8223,1.8558,5.1004,1.0702,1.9871,2.5822,4.5647,5.5392,2.1657,1.9342,2.4253,1.4565,2.8856
"WNT8A",0.0535,0.2649,0.276,0.046,0.1503,0,0.0399,0.1911,0.1888,0.2032,0.0397,0.1473,0.211,0.1454
"SPAG4",6.6717,5.4799,9.441,9.0496,13.0463,17.1923,7.7144,15.3111,6.2975,7.1003,6.594,8.1599,36.9467,4.1098
"NCKAP1",63.3908,61.8744,55.8721,45.3834,54.7643,50.9855,49.519,49.5932,65.5095,51.7598,41.0156,49.5058,56.542,59.4636
"MRPS35",66.314,66.2302,74.5627,74.1723,64.1597,62.3837,47.6258,66.2298,66.5506,78.7912,55.4592,73.9478,59.0427,70.9994
"GUCY1B1",35.9634,57.4125,34.6293,24.4065,41.2128,16.4208,34.0421,31.3968,52.5196,40.1776,40.0976,27.1646,28.7861,45.1912
"SFSWAP",28.5142,23.9317,26.2775,26.7426,24.5572,21.2434,22.7511,27.9665,32.0121,21.5669,23.6405,25.6652,33.2197,22.8471
"TNK2",6.179,6.2099,7.8398,6.5223,5.3619,5.9626,6.9421,8.6136,9.1386,5.565,9.7476,5.7239,5.6265,8.188
"MON2",52.2916,48.452,49.1127,50.7414,43.7157,52.1744,39.6183,49.5905,56.8801,45.7056,32.4034,50.0057,54.2637,48.7739
"CDH3",30.7632,17.3751,8.8948,7.0998,8.7694,10.76,13.742,24.1993,22.9749,28.6771,23.5446,15.6701,52.0459,28.4129
"ARSF",0.1933,0.0957,0,0.2492,0.0453,0.1194,0.1081,0.1294,0.1137,0.0367,0,1.1526,0.0476,0.1313
"GPBP1",94.184,78.9526,78.4954,80.1681,79.5226,94.2233,67.5625,94.2839,105.3478,89.5705,60.4535,74.9761,104.9928,78.5472
"DGAT2",0.5123,0.467,0.394,0.5446,0.303,0.4441,0.2714,0.5655,0.8086,0.8601,0.6296,1.5336,0.6378,0.7325
"ZNF112",21.5736,17.87,19.1392,12.234,16.1288,16.9217,8.8157,21.7747,25.9868,14.0702,13.7746,15.6994,16.2942,19.2096
"CS",43.0693,45.6727,44.7776,44.6996,33.1564,33.6572,37.7304,33.5942,39.6818,42.4309,35.3688,50.1516,34.5709,42.8601
"LTK",0.6716,0.3021,0.2099,0.7608,0.1715,0.7039,0.3641,0.1907,0.5743,0.7187,0.362,0.924,0.0903,0.387
"MRPS24",0.3679,0.1618,0.3865,0.4918,0.3445,0.5386,0.2438,0.2554,1.9227,0.2794,0.4848,0.45,0.282,0.1851
"ELMO2",31.0959,20.5112,22.8691,21.8385,17.999,24.024,24.6271,21.7404,22.509,21.1249,29.7318,20.6856,19.6295,25.4084
"WAPL",67.948,65.3287,58.4445,57.8386,58.1929,57.5131,47.3141,56.9189,65.4638,65.9682,45.3788,65.0148,80.5072,63.3372
"VMP1",190.8209,78.9531,82.861,293.2726,160.2988,187.8793,367.0067,296.5324,83.4058,293.645,148.2137,409.4952,595.5671,167.5713
"APPBP2",48.2834,40.2454,37.289,35.5704,37.6222,39.663,31.2076,36.331,43.1172,38.2555,27.3802,38.5971,34.0987,41.7513
"POLD1",7.4298,7.8234,8.8186,9.4855,6.9568,6.2428,7.2457,9.0982,9.6509,8.0208,8.5013,9.2324,7.812,10.0137
"SEZ6",2.0188,1.7004,2.123,2.1965,1.8098,2.2814,1.2809,1.5142,2.5759,1.9083,3.1521,2.3837,0.8466,3.2283
"EIF4B",502.3001,326.9295,402.6942,387.1994,458.1681,448.881,320.9163,453.6666,477.3333,349.0667,316.0002,360.4921,475.1574,351.5625
"SLC6A16",9.2343,6.3767,6.0234,4.4659,7.4231,4.5479,3.7188,5.8034,6.7037,4.7579,6.8011,8.4162,4.2139,6.6143
"BICRA",1.9822,2.2772,1.68,2.1563,1.4536,1.4839,2.2941,1.8185,1.9233,1.3053,2.7229,1.6911,1.8169,1.7573
"SPHK2",4.3449,4.616,3.7958,3.7038,2.6236,3.2129,2.4062,4.495,6.5481,4.0674,4.5879,3.709,2.8489,4.2075
"RPL18",448.2576,310.0805,442.6181,454,496.7317,376.5502,310.7146,419.0915,447.8276,466.2957,371.3944,417.8257,476.4394,350.9198
"CA11",59.4712,69.0459,67.9245,47.865,80.9118,28.5003,22.6577,77.3171,82.8101,49.0736,24.3962,45.9127,66.7607,53.5556
"ISOC2",6.3582,8.733,10.8268,13.2147,8.0133,10.0537,7.894,6.1491,7.3628,10.5018,10.6985,12.3965,5.1226,13.4197
"U2AF2",58.9532,56.5251,62.6033,65.9766,50.1571,56.0092,52.5,55.3172,61.4371,61.4642,66.4996,59.3262,61.9282,64.028
"EPN1",5.6804,7.5974,5.8395,4.7884,4.4181,4.6926,5.5741,5.0642,6.3665,4.5803,6.4214,5.4881,4.1972,5.8669
"MED29",39.0012,35.9336,41.7086,34.9749,34.4646,33.4884,29.5927,38.9941,39.8876,32.3171,32.4081,34.5534,36.4948,36.7999
"AHRR",0.0339,0.0894,0.1068,0.165,0.7932,0.2976,0.0926,0.0806,0.9961,0.0257,1.6494,0.0829,0.0668,0.0614
"GSC2",0.0812,0,0.349,0,0,0.0669,0,0.0362,0.0477,0,0,0,0,0
"ZNF275",13.8652,13.2172,12.8852,19.9095,11.0596,15.3817,18.1182,15.6897,11.7665,14.9601,16.5317,18.5139,14.1546,17.1275
"MTMR1",24.065,19.7665,23.711,21.609,19.5841,22.0221,16.5971,23.3409,26.2976,21.6648,17.801,22.0902,24.5966,24.0333
"GPC1",13.0879,8.4088,12.5984,13.1864,7.4201,11.3966,13.0216,11.8847,12.7769,9.0584,19.7787,15.5877,20.5477,12.0143
"ADCK1",3.926,5.5791,6.1956,6.8176,3.7703,3.6807,4.0676,4.3663,3.9537,4.694,4.8951,5.6144,2.6787,5.0319
"HAGH",17.466,12.0295,16.237,11.2623,17.0545,10.31,15.1434,12.5256,11.6103,11.4901,10.3359,13.6107,14.4255,15.0723
"RNF4",32.5175,26.6433,32.4152,35.3605,28.3092,28.5719,31.5955,28.5813,27.6029,31.5741,28.6062,32.6345,38.2538,29.9052
"CASP8",8.666,12.5371,14.1772,12.5819,7.756,8.2631,10.2336,9.9795,11.9895,16.2686,8.3869,13.3342,5.0896,12.8301
"LIMCH1",10.949,17.3608,20.8975,28.5423,14.6337,11.2946,13.4651,15.6381,15.7474,21.4059,13.0541,23.6778,11.5352,17.1552
"INTS13",25.64,28.2023,27.3697,34.1323,26.617,31.2695,24.7243,22.1678,31.4606,29.684,24.8162,35.5029,21.3552,39.748
"TM7SF3",31.5981,40.5077,38.7942,30.8845,28.0271,27.4236,22.4882,32.7967,42.119,33.76,29.0628,33.4249,21.0279,31.4183
"DLX3",0.5888,0,0.1687,0.1687,0,0.0323,0.117,0.0701,0.0462,0.2087,0.2328,0.36,0,0.2133
"SPA17",1.1154,1.6354,2.0597,1.8286,0.6963,1.0546,1.0779,1.0324,1.1659,2.1021,0.444,2.4253,0.57,1.5712
"TSPAN32",2.4417,3.0831,2.8708,3.8112,2.4439,3.3512,2.6363,4.3082,3.5973,2.7922,3.5575,3.8875,2.4617,4.9558
"CCN5",16.7733,13.4241,7.0802,13.9929,32.2721,81.6773,17.7678,6.7592,16.6292,1.3973,13.1312,2.7868,12.6722,4.4365
"DMRT3",0,0.0391,0,0.034,0.111,0,0,0,0.0929,0,0.1172,0.29,0,0.2147
"ST3GAL6",6.2197,9.2584,5.8125,6.2195,5.1255,8.2201,7.1258,7.1996,10.4823,8.0441,6.5325,6.7314,3.4574,8.6248
"ATP2C2",0.8697,4.2175,8.7839,3.3137,0.4886,1.7069,12.8482,1.8887,1.0567,7.2101,0.8596,9.4801,0.8428,1.4963
"NGFR",2.7793,1.6555,3.9817,3.0964,0.6265,2.4794,2.0336,1.1713,1.8762,1.4658,6.9818,1.2039,4.6667,1.9575
"CDON",49.2718,52.6333,31.3606,13.2458,38.811,36.0046,20.948,25.625,59.0966,13.613,45.384,11.9056,22.085,43.2153
"TAF2",51.2092,37.8164,38.1088,42.9452,43.4382,40.4488,37.0443,44.4201,46.4872,45.1525,31.4231,45.5811,54.6852,42.8524
"HIPK2",14.1411,36.2061,19.9598,15.4484,14.9972,12.364,19.0196,14.0816,17.4224,16.5931,17.0912,16.2317,18.8914,17.1848
"TNPO3",72.176,63.7169,67.2515,62.5998,56.0788,57.0336,53.6882,67.1606,79.6988,59.2089,53.3662,63.7819,59.3406,67.3596
"BORCS8-MEF2B",0.221,0.164,0.1425,0.095,0.1035,0.091,0.1236,0.1479,0,0.0839,0,0.152,0.0544,0.1001
"RFXANK",21.5006,16.5172,20.3844,21.0767,16.0654,16.4783,17.8378,17.1747,21.177,24.9612,20.1665,22.7686,12.4201,23.2863
"TMEM161A",16.4348,18.5473,24.736,22.0248,17.5476,15.2723,18.0634,19.6243,16.8811,19.1163,19.3812,20.5278,15.5569,23.3822
"LPAR2",2.8298,5.2112,8.6213,7.6965,1.677,4.4246,4.6732,4.7314,3.496,10.7181,2.6287,9.5617,2.6477,4.5736
"CTSA",13.8782,17.8751,14.5456,14.5327,13.5457,13.3057,21.3833,14.5656,14.0657,16.5417,11.3922,14.787,9.1842,18.3176
"SUGP2",39.289,42.4079,53.3188,49.0606,40.9352,39.2972,42.5276,46.5089,47.2206,42.7204,46.7263,50.0193,34.8513,49.412
"SLC12A2",20.8371,58.856,28.8657,33.3752,22.6106,14.2017,30.285,21.6408,19.1382,27.0754,16.6173,43.2194,22.3498,24.9921
"SNX24",11.6566,13.5096,14.1331,13.4983,9.5932,9.8264,9.5361,8.4047,11.3262,12.3468,10.0049,12.5216,7.6184,13.8888
"EYA2",11.4872,77.1607,92.8421,77.2856,8.3564,24.037,14.2509,26.182,13.9926,77.3061,5.8077,87.8641,15.269,30.9128
"CNN2",58.0551,39.5786,35.0049,48.411,48.2731,51.4238,62.1809,50.9501,38.0749,40.5761,94.7922,56.7719,106.2371,49.204
"ABCA7",1.7778,3.079,2.9512,2.8744,1.3421,2.5802,4.5889,2.0229,1.8814,3.8478,1.9932,2.8946,1.3797,1.7608
"SNCAIP",68.9762,47.7977,20.9274,44.2312,43.8481,79.0114,49.377,57.6322,27.5764,36.6891,60.0877,36.6607,20.1783,45.9786
"DDX20",24.1181,17.3164,15.9749,19.1048,15.1503,16.0584,12.4324,17.3525,20.7765,18.5189,15.7846,18.2029,22.942,20.3538
"BTBD1",52.0775,48.868,50.4417,48.3621,53.3507,41.4173,48.554,46.8049,47.8927,54.0991,36.33,58.2286,63.8262,58.8346
"FAR2",11.6394,10.2717,13.8985,13.6595,11.9125,11.3364,11.9806,11.8993,13.5245,13.1917,10.0001,14.1815,5.7258,13.2327
"BCAS1",1.6403,2.216,1.8575,5.7061,0.707,2.5728,1.2714,0.8365,0.5052,0.9788,0.8492,3.6899,0.4875,2.1337
"POU1F1",0.4083,0.3367,0.117,0.3509,0.2549,0,0.1015,0.1822,0.7202,0.2584,0.4035,0.3121,0.1341,0.3081
"CHI3L2",1.132,0.8642,0.8062,1.0007,0.2725,1.2251,1.7842,0.5196,0.4564,2.4316,0.3836,1.0087,0.4462,0.4979
"SBNO2",19.7494,15.6683,12.2505,17.7773,19.0807,15.4136,37.499,25.8127,13.9149,29.311,20.3519,22.6414,92.2824,16.5114
"PMS1",35.991,31.2491,31.1889,28.4303,27.8267,38.3267,21.2232,26.7673,35.6584,30.4043,21.8413,29.8958,20.643,30.6094
"HMG20B",26.9662,26.4143,37.9278,38.2311,27.1895,27.0525,33.4299,26.3597,27.0633,29.0818,29.0005,38.9795,21.1031,34.9519
"CALCRL",40.1099,75.7263,60.4452,65.2234,56.614,39.4894,79.0753,49.3166,75.6248,65.3285,82.3223,58.526,37.5039,61.3798
"TAF11",44.416,32.6631,36.9814,37.6208,37.8255,38.6054,30.5957,41.5525,41.2659,37.2301,33.6785,40.0054,42.4536,36.921
"ANKS1A",18.7601,23.3568,24.361,22.1588,19.9139,15.335,20.6792,18.6118,21.4404,22.7895,17.2804,18.911,14.6699,19.5428
"AP3D1",27.9994,34.2124,31.1081,29.1683,25.4289,26.3582,32.0528,25.3309,27.9921,25.7269,28.4498,34.1278,24.5949,29.0517
"ZNF76",15.8702,17.277,19.517,17.2724,15.6836,15.385,17.5828,19.8011,18.2366,15.6442,15.2932,17.3684,16.7093,17.9709
"SLC9A3R2",24.3987,34.3453,37.7765,34.3587,30.1954,24.7842,30.9329,21.0447,48.1495,24.0764,31.184,32.8901,18.1016,38.5064
"NTHL1",8.727,14.7565,17.3025,14.4355,10.0192,9.8228,9.4811,12.6026,13.3045,13.4883,15.5386,12.7119,6.0076,16.9171
"UHRF1BP1",12.8852,15.0087,18.5182,14.8734,12.7697,11.6559,12.4123,15.7424,17.2004,17.1286,14.1037,21.5573,13.7377,14.7749
"GNAI3",52.5054,38.9024,38.4374,44.7815,35.8567,42.0342,35.9716,38.7305,47.2198,41.485,26.7359,43.9369,51.1075,47.8015
"IPO5",95.6714,85.8436,76.9002,71.3449,79.6988,72.3911,62.7651,73.1901,102.3978,68.385,72.438,85.8676,104.6775,77.9962
"OAT",142.0463,94.1035,119.6119,143.5732,187.2807,167.7923,123.4116,112.399,108.3331,131.1884,100.9802,126.6921,139.6204,142.2708
"WDR3",15.1408,14.3378,17.8015,17.1572,13.565,14.6117,9.9731,14.651,16.4625,16.8696,14.375,20.3382,20.2978,19.5985
"PKN2",73.4699,68.2614,59.0489,58.2171,66.0722,62.7534,48.3788,69.6926,76.9447,67.154,45.5613,61.0442,57.0429,70.1393
"WDR18",14.1902,16.723,21.0246,28.2428,13.6363,16.8746,14.9633,15.0388,15.8078,20.454,23.1825,34.2114,29.396,26.5869
"TRAM2",31.061,24.215,20.2129,23.3552,19.7665,25.5782,23.3138,20.0957,30.3183,19.0639,37.1371,22.5968,16.8261,24.0461
"NTN1",8.7047,16.6706,15.8643,12.1927,9.6592,7.2503,14.9478,27.4424,11.6031,12.0228,13.9886,13.7448,14.7346,9.5371
"GLP2R",7.4087,0.2037,0.8523,1.3828,3.6437,4.4063,0.795,0.9517,5.4559,0.4831,1.2481,0.3432,1.1432,1.3214
"MCM10",0.1953,0.6959,0.3694,2.0144,0.256,0.1448,0.8009,0.3661,0.3445,2.1953,0.5502,2.7233,0.1925,1.0612
"DGKA",9.2657,8.1987,9.3162,11.1198,8.4781,7.9865,12.3125,7.9585,7.8551,7.3492,7.3299,9.148,12.1687,7.9413
"ERBB3",5.9572,11.3617,24.2453,16.3443,2.3034,9.2353,14.1323,8.1363,5.5019,28.2251,4.9522,25.5527,2.2224,8.6813
"ROPN1",0.0236,0.0233,0,0.0203,0.0221,0.0388,0.0176,0.0421,0,0.0358,0.035,0.1082,0.0697,0.0427
"ANKRD44",26.9947,18.7151,16.4334,16.8809,16.1815,36.5295,22.1561,21.5633,20.644,14.3864,13.2292,14.7323,19.7178,21.3749
"KARS1",77.9451,71.8031,85.4963,80.4196,68.4254,72.7,72.6987,76.4658,86.1177,83.5668,68.4441,83.7571,74.044,81.9207
"ADAT1",14.1344,14.5997,15.3554,14.0261,11.0546,13.2827,17.8689,13.9077,10.7544,15.6953,19.9861,18.5874,9.7627,19.274
"PDIA5",10.6907,18.5414,35.0685,25.515,6.5997,10.6161,16.7797,13.5633,11.1229,19.0833,11.5373,26.0065,6.3526,16.5142
"TBC1D22B",20.5929,15.6889,17.8864,14.7621,14.872,13.4092,16.5912,15.9061,16.9034,15.7324,17.2499,15.6992,29.6388,14.1042
"NDUFB4",97.7093,79.0571,97.0186,97.3462,103.3958,87.4283,88.7988,85.885,85.5872,108.8262,67.2518,89.6285,79.902,99.5839
"SPEN",45.6712,46.9063,31.3091,31.3621,29.4206,26.7258,28.678,33.3564,43.0141,27.6503,37.3368,29.6477,44.6372,29.6915
"MYLK",302.5937,301.015,249.0023,173.8762,246.1372,296.2992,292.2406,171.7518,247.3127,217.0248,386.946,204.7532,142.0283,500.7101
"ZC3H15",113.0813,92.7442,100.4711,106.9641,100.7372,102.9518,84.932,102.43,105.8881,102.7268,68.0816,108.381,137.9975,107.5969
"MAP2K4",44.4446,34.3239,39.3747,40.9573,38.1366,43.3936,32.702,42.0476,42.5162,40.5429,33.2772,39.382,48.8609,38.1839
"PACC1",10.2657,9.9428,9.1068,10.33,7.115,9.6871,7.2173,9.7813,8.8065,13.3172,11.9966,13.5051,6.7328,9.8914
"SNAP91",0.6409,0.6501,1.9419,1.7902,1.0802,3.193,1.087,1.716,0.4522,1.448,0.962,2.3516,0.2527,1.0446
"SLK",129.0046,98.9741,85.2515,83.0927,116.1752,86.0777,114.7331,95.1772,108.5545,91.182,64.709,85.49,142.4131,100.832
"CYB5R4",10.6998,10.5345,8.7308,8.9294,8.0999,7.9811,7.8693,9.3812,10.3155,10.2708,7.5537,8.1791,8.0562,11.334
"COL17A1",2.6683,1.841,1.2713,1.258,0.7424,1.9964,4.6151,0.9526,2.0619,2.4549,2.6222,4.3918,1.2322,1.6983
"GSTO2",4.7131,5.8651,14.2395,8.7104,3.7094,4.5531,2.193,5.8735,6.4763,7.1341,6.1517,12.0246,4.0207,6.1734
"SEC61A2",17.0353,14.247,13.5905,12.4192,12.8421,12.37,11.158,14.6692,14.6558,14.3632,13.5757,15.1522,14.4289,15.0564
"PRKCQ",6.2096,9.0262,15.3735,28.9636,9.5087,10.5466,12.4894,11.4013,5.2102,17.7579,4.3153,13.9138,6.1836,9.1374
"TLE2",30.6859,26.557,29.3346,14.2569,20.966,17.4031,29.2128,26.0111,33.9695,14.8599,27.3908,18.9853,32.0137,30.0659
"ASB1",28.645,18.8235,19.6881,19.7718,23.3455,24.4772,17.3756,28.0043,22.6867,18.9022,28.1122,20.0072,36.4263,24.6752
"FAM107B",72.9217,41.6964,37.2201,40.2942,72.8135,31.744,39.8073,56.9503,31.9568,66.4941,50.2614,60.6516,52.0862,53.1234
